date,tmax,tmin
2026-02-24,22.1,7.2
2026-02-25,27.7,10.0
2026-02-26,13.6,6.6
2026-02-27,15.4,4.9
2026-02-28,19.2,3.5
2026-03-01,23.9,7.0
2026-03-02,12.8,6.4
